name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Santoni Alessandro,ITA,11,6.320,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Shevchenko Arsenii,RUS,12,6.350,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Shikov Aleksandr,RUS,13,6.380,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Maimuratov Amir,KAZ,14,6.430,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Timofeev Dmitrii,RUS,15,6.580,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
LE COUSTER Yoann,FRA,16,6.610,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Stewart-Patterson Robert,CAN,17,6.800,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Komosinski Jedrzej,POL,18,6.880,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Deulin Vladislav,RUS,19,6.900,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Gontaryk Yaroslav,UKR,19,6.900,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Poliakov Anton,RUS,21,6.940,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,22,7.060,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Denis Karol,POL,23,7.170,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Vedenchuk Viacheslav,RUS,24,7.180,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Pasqua Tommaso,ITA,25,7.440,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Lewicki Michal,POL,26,7.700,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Sordyl Tomasz,POL,26,7.700,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Levier Alban,FRA,28,8.940,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Burian Petr,CZE,29,8.990,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
Bosler Joshua,GER,30,9.000,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
McColl Sean,CAN,31,9.110,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",857,2014,Chamonix,Speed,Men,Qualification,2014-07-10,/api/v1/category_rounds/3058/results,/api/v1/events/857/result/2,2014-07-10_Chamonix_Speed_Men_Qualification.csv
