name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Puccio Alex,USA,12,3t3 4b4,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,1,1,1,1,X,X,X,1
Saurwein Katharina,AUT,13,2t2 5b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,2,1,1,X,1,X,2
Bacher Barbara,AUT,14,3t7 5b8,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,3,1,X,1,3,3,X,2
Jaakkola  Eevi,FIN,14,2t2 4b9,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,1,1,1,X,6
Klingler Petra,SUI,15,2t3 5b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,2,2,2,X,1,X,1
Kuznetsova Tamara,KAZ,15,2t2 4b10,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,1,1,X,6,X,2,X,X
Hohkraut Mateja,SLO,16,2t2 3b3,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,1,1,X,1,X,X,X,X
Stotz Rebekka,SUI,16,1t1 5b11,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,2,X,1,X,1,X,6
Ruzickova Petra,CZE,17,2t2 3b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,1,1,X,X,X,5,X,X
Yasuda Atori,JPN,17,1t1 5b12,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,5,X,1,X,2,X,3
Ladurner Alexandra,ITA,18,2t3 4b5,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,2,2,X,1,X,X,X,1
Ozver Gurgel,TUR,18,1t1 3b3,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,1,X,1,X,X
PAN Xuhua,CHN,19,1t1 3b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,4,X,2,X,X
Sa Sol,KOR,19,2t4 4b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,3,3,X,2,X,X,X,1
Chiappa Elena,ITA,20,1t1 3b8,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,2,X,5
Riddle Dana,USA,20,2t4 3b4,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,3,2,X,1,X,X,X,X
RENQING LaMu,CHN,21,1t1 2b3,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,2,X,X
Sethna Elise,CAN,21,2t4 2b2,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,3,1,X,X,X,X,X,X
Szekely Andrea Brigitta,HUN,21,1t1 2b3,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,2,X,X,X,X
Varshochi Negar,IRI,22,2t4 2b4,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,2,2,X,X,X,X,X,X
Karadağ Evren,TUR,23,1t1 2b4,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,3,X,X
Zijlstra Vera,NED,23,2t5 4b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,4,4,X,1,X,X,X,1
Lam Clarrie,CAN,24,1t1 2b5,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,4,X,X
Nevelikova Karolina,CZE,24,2t6 3b8,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,3,3,3,1,X,X,X,X,X,4
Piola Anouk,SUI,24,1t1 2b5,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,4
Schwab Tabea,SUI,24,1t1 2b5,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,4
Cirik Gamez,TUR,25,2t6 2b6,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,4,4,X,X,X,X,X,X
Balakireva Alexandra,RUS,26,1t1 4b10,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,3,X,5,X,X,X,1
Kon Kimie,PRT,27,1t1 2b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,6,X,X
Krajciova Mirka,SVK,27,1t1 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,X
Kurdiani Mariam,GEO,27,1t1 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,X
Petkova Radka,BUL,27,1t1 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,X
Bagley Candice,ZAF,28,1t1 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,1,1,X,X,X,X,X,X,X,X
Chevrier Anne-Laure,FRA,29,1t2 4b8,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,X,1,X,X,X,1,X,4
Tsyganova Anna,RUS,30,1t2 3b5,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,X,1,X,2,X,X,X,X
Zulim Tamara,CRO,30,1t2 3b12,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,X,X,X,3,X,7,X,X
Medvedieva Olga,UKR,31,1t2 2b4,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,X,X,X,2,X,X,X,X
Shiraiwa Thais Makino,BRA,31,1t2 3b7,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,2,2,X,X,X,2,X,X,X,3
Bryakina Anastassiya,KAZ,32,1t3 2b2,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,3,1,X,1,X,X,X,X,X,X
Kulish Olga,UKR,32,1t3 4b13,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,3,3,X,X,X,2,X,1,X,7
Córdova A Annie A,HND,33,1t3 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,3,1,X,X,X,X,X,X,X,X
Rosero Carolina,ECU,33,1t3 1b3,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,3,3,X,X,X,X,X,X,X,X
Cardoso Janine,BRA,34,0t 2b6,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,X,2,X,X,X,4,X,X,X,X
Kershiulyte Ruta,LTU,34,0t 2b2,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,X,1,X,1,X,X,X,X,X,X
Rojas Andrea,ECU,35,0t 1b1,IFSC Climbing World Championships  - Arco (ITA) 2011,675,2011,Arco,Boulder,Women,Qualification,2011-07-15,/api/v1/category_rounds/1698/results,/api/v1/events/675/result/7,X,X,X,X,X,X,X,1,X,X
