name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Le Neve Melissa,FRA,11,1t2 3b6,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,2,2,X,2,X,2,X,X,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Retschy Monika,GER,12,1t2 3b8,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,2,2,X,1,X,X,X,5,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Chereshneva Yana,RUS,13,1t3 4b8,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,3,3,X,3,X,1,X,1,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,14,1t3 4b11,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,3,3,X,1,X,4,X,3,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,15,1t3 3b5,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,3,3,X,1,X,1,X,X,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Midtboe Hannah,NOR,16,1t3 2b4,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,3,3,X,1,X,X,X,X,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Lavarda Jenny,ITA,17,1t3 2b5,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,3,3,X,2,X,X,X,X,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Payne Angela,USA,18,1t7 4b13,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,7,7,X,1,X,2,X,3,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Kuznetsova Tamara,KAZ,19,1t11 4b17,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,11,11,X,1,X,2,X,3,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
Gallyamova Anna,RUS,20,0t 4b14,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Boulder,Women,Semi-Final,2012-09-12,/api/v1/category_rounds/2115/results,/api/v1/events/738/result/7,X,9,X,1,X,1,X,3,2012-09-12_Paris_Boulder_Women_Semi-Final.csv
